#,Address,OP,Points,Alpha Gal,Ape Warrior Redux,Base of Bored,Bored 101,Bored Council,Bored Survivors,Bored Town,Bored WOW,Catens,Faceless Portraits,Faceless Totz,Mangmoom,MONO is Bored,Nova Ape,NovaNaut,Robonaut,RoboSkull,The Vintract,Zkalien
11220,0x0dE1db451F402679ee5243269Dc13c8529065514,TBA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11220,0x0dFF191f37f216dc44777729162200ebDfaB076E,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x0da0179Df79143d664432B90C09bb8b7b5a8cF62,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0daa08c9A794F5bE5E0c2A0B5410b3Ca0EDD9cb9,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0e153534d5aAb28FECCddBB4d8aa4045dcB3524a,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x0e171b70dffdff1B7b450936FD84C445ec864BaE,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0e218Da0d2917c1f9Cc10ed1DaC5C543F1449c34,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0e2d3B81D19C8133f6442b3B2F4df84d20e583a5,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0e3cad8dd3C4F527E8bf8aa53F7d2b07F767800c,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0e6c5322296537155E45A819c75FeC8E96B1431a,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11220,0x0ec085BbcE59E6425d89F8577736011770064ff7,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0ed7A2469834Fe7e26a5A2Db5ecaB4E23cbd585F,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x0f03D543f782C99dA39552a12e37A443fbD80E70,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x0f3C3349F89f11ca4035B0CcE3027E9Cc5FC0d55,TBA,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0f43eF1EB4975CB8224e7fdE59Eca51ee7f67663,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x0f5661dE1cB74928C8c5F8B60e19F7fDBB4dc39F,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0f67D3c19cB2644C3b869E6D116Ac77f14c8Df37,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11220,0x0f84C30b9e9CeFdd501d0d3302d96d1bECe66D22,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x0f95178B5A263B555bB1C245949596467B94911B,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x0fbbbe5cA14d59e4042F9A54bEc486D955472781,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11220,0x10050C9979342905820b5dF36CC0362Dc6A7846c,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x1008983c934a52a6DA4F3d778ec3e1B72ad0232c,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1025F7Ce1344F1bf163236E7A59ff46Ec55b6850,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x102E97E26aaBB68E584EB734a06e5Ab5BF06241A,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x106FcB18704F5485ED831C7D533cB86bD7AF77f8,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x106b1d569fd418f544c7dBBe698057d3312dDaBa,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11220,0x106dd307f2D75944637E7388dff9F67bd8518c5C,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x10730Ce7aa1bb3154Eba4e252e01542B4c44Df6a,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1079B3fad4eFd0c359d0A12F223131C7E90a4696,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x107A6578AB250f79f9763Fc825E8d6cAB0D33C6A,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x10C0Eb0FB499Fe8C919cc5c0ea2642dd972d72C1,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x10D18eB5702B4e11df108A2BB02002EB1535F42b,TBA,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x10E3f7a0dfB0e7F500cA60061Dd0fD8325e71B2d,TBA,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x10b77aF0c17D2F63E0Eb846b270164d835E7Ca9d,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x10c770F7975Fc9DeE398727f5e927F494283a176,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x10e7b9e2CD1dbfd4b9D2ffbAb83E53b47701E8bF,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x11038Ee6E8425104f57b74060391B241c3e5F7D9,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1132a8799C89538CE616bcD886e69AFE2D5a0eA2,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11220,0x114CFD7A1b6290C1CAbdA15af2A37Afc7A92E06d,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x115530B98902ee20Dd393BCEB65ed5Ccd3CCC362,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x1161C66a901761F5B0a15f80271CDF9d893C5E95,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x117D95BF35cFBeB4939DB72c86991D0F1B8F36DE,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x119ea24c98C21F1bcA0f0134843f2a4E3C24E79C,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x11A15c04817042dBb738a58150F341331F7265B0,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x11A4Bc1b268ba4Bdd177702792Ba7dD3D83DdCb8,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x11d81dd433119b37fB863ca5e4bfc8834659FcD3,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11220,0x11dd1d4Cc0ca634C2B3eB9E7d29D73D3E3d224D6,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x121193Bdc4b448C9C931a81d424b061e587CB550,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x12169E7affCd67d964AB0Acaf533883271A9043b,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x12179D4f9a3C4A25a98Da01C741f30f6dDA8921d,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x122176E57B2bAfbf43338Ed51AC06C43DeAD6F69,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1231c9df3e5D8f4f67c7374Ff55A7e44E2fEce5E,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x127FB6b65D9963503962B826e73DbB6D80028Fc1,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x127f45229C3a750bb70e6549CB23F53228539c3D,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x12955e2112D4E7A4eC55dAa1c88B01D2Ff900682,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11220,0x12Adc6Cf916e0BB1F1C14692C46695b9e6A5Bc4C,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x12C858db14E6eD31247187e4d7cc5ED26Bf95885,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x12Fe685b5c7E52817afb74c52f1F6e4e4783bE05,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x12cA9D7d7f3a5Ca14176a741399Ae23d844A6600,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11220,0x12f904cB257fb05dC24c1a2A1099D66DdE0cbA7f,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x13206ef9e61e628E72cf27a51FEe83fba99f78EA,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x132f221fa15FbEFD02355e22A9e5aeE2D9d23EC5,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x133e495c0FF67d7796bD782B151D7154cE71A271,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1349A104580a3c1CC1008E2dD805A09805C39E33,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x134AdE3f5E771f408BF7aB0a7AEff45364445BcD,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x134F5a1e7aA655CE6104694a59C58E23cb28a9d8,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x13517BD349beBA393bd3224cf9351bCF2e1cd7E9,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x13988CEF5721a77e9A873b9c988559ABd698516A,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x13Bc083d0C8f6A57B108a6AFC8d7fF160dc65342,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x13C2302F0cd068b8F12b2D79B95AAc0ab7f1f80f,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x13a875Ea21c9F2F599F667a02EE90F4758f1C873,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11220,0x13b8fd026872d7808997758bDaBB2A5a3D39cBFe,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x140728cE6764b03c9083Bb84BeD8D7920a8Cb5E6,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x140fb450a7dC11f3D65dF9543A615849CDB954DD,TBA,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11220,0x144E687898B9D8Dc8746936444128576e50618EE,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x146b642222025e2C6339Ee082d1a6D002707c06e,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1485E3eE0A1c000D6Bdd7bbFFDB628F8ba8443c3,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x148E1A18D65927a99B554BBA4628888ba482CCf2,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x148F1930296D7C20cbcd0BD6d3594A9a17a5f7B1,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x14D607c20fF934B0d895577c6e80ab0cD6a8b322,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x14aDBD90732Eb4Fa7201bA114fB3100d8a9D093E,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x150d2C0b46CE51da154189b3B02705bA4Fcdb492,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x1517F73d1FB49ecB9f69256F325e9886F7d29380,TBA,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11220,0x154f20Ec629185fEc90A1a044C1eBf51C512a1d6,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x15551B41E61f017C89BfdC2d073881B6e3F9aF97,TBA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x15585E1F85Df2Fd05e95E799a963071AF7810824,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x15693494Db89CDA2E373A8cdcdb29Ab686d71814,TBA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1585ce464C095d0e0dc2f544aF24801b3CCE1684,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x15DC00582e988ad3253102f78880AAa3E29448A5,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x15EFf4C433692Da6b65F10bc5b07d3493BD7c36b,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x15Fb385bAb8D3Ad63a89033f0BD19F4e20a0Af1F,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x15a6674Ab06Daf0fD98e3f2a6CAb0629bad2Ed1d,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x15e6aaAAdf4BE7B66367fc8358E551B8D0b05fB6,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x164B4c5F9ca1A1BC0Fe0Fa39A76a12aAb85683e1,TBA,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11220,0x164a8379198a8d7155a1F0eaB9BAA256078d378E,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x1657973E8CF3C8aE6a17602D54ee82D5E9DdCb81,TBA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x165E4e022bc79aFD1CF5464b85016d41cba53201,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x166001708f916c1b18d82cb8350F3e634ecb1Ddd,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x16717bb0A921081b20069D7C46693c859e15C8aC,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1674262D7a0644b5Cc89D1Cc030E0B736ecF2Aa8,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x169BFC6cCE3afA9816b695A2C3Cfd1B981aFd5a3,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x16a7810c26c717DCBF098E04cb50c4188fdc2FCB,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x16c77D4172fd97A99b71A0F844dE32e038C38968,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x16f60BC07a87bcc669ab227e923fB88fD284fF8D,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x170d99FCd2E0958A174CbAb45B02Ab6e3AA9F623,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x172Adcafb6e8Dd6837f44A52A644DFb358011b25,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1731D34B07CA2235E668c7B0941d4BfAB370a2d0,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x17365f3b0a2d63cf833a81c25eFDD60382F5e502,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x175C2a83c001ab70c4e772591E0a0B26E573e397,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x1768044710dB4527baD834253a6bC3c477Ef79BE,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x17912f06F6151813D3DD29B2E015c5E5088e17d6,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x17A8eaF9241a220E1ebDA22A623cb058530cb0aB,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x17BD9D8096E53517871839466b01bc787BB6F0E1,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x17F26816ddDD283507a5Bb75F6983bf22Dd03DbF,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x17a120e45C102319A60ca24A76Ed80a1f717E49F,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x17d877F6FD39E2FC43e84bbFaACB4bD58F620e20,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x17e78bDE92C171a7D8B28D9290d2F358755BE109,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x17fB8aC0f63AAd853ea95e7E7dfd471e2E84dD47,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x17fcACe2C281852E7F503fe5ceA993f9Cc793ac9,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x18054Fde5C7d94614114457d3F2295f86AB447c4,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1835E23253B18D8383019629302Ad78BC2c0BEB2,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x1842197e31d0043C67E66EB29E12eBb773a3d99e,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x185A5ff1785F9b2B08c0C5eD0B6bA760170Eff2d,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x186dFF9B5cb1a174094e89415dB36D2cdB0bEFBd,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x18838592083ab41e2bE69e15E3F3d9eE68D32E76,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x188907CE2853494bf4176bEE0aa2BD05d75E710c,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x18Fe60Ffc7c704f7bb4a2FA98C274b76BFA1122D,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x18ad8C4A50E18A710DD6BEe5D998fE27F982828f,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x18c18bdAf216E7E97bbFC5c80aa648AB7011320d,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x1945f31530EeaC3174591eaee029533c31837b59,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x196001978dA68764454459a366e33507837c03D9,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11220,0x1976118727654b2904ea113F330Ee33f1798282A,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x1997F510A21eBa28a21D3597CdD94DD24282120D,TBA,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x19B06c77D2F1278a6CD05dCb716B3354299C53B1,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11220,0x19B213a7cEB81Cea20747bc7b742E6129178af50,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x19C500F8E0d540c1CafaDba6C52e36654Ef708ee,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x19cEb26100806921b91CB2343614FA4cbca7Ddca,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x19cF8Fd763CE01551d9a450658b68472678A5E05,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1A5b2501b68c29992BE222F7098e6BB57BE14413,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x1A6933eab9780299a395037Ed66dB865Ebbb94f0,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1A74d0285a569120AA2836CB2b0fa58038ADB800,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x1A7e1EdD9Cf4e530cA3272a2C8c1d017BB42CDA3,TBA,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11220,0x1A8De4de2Cf9df93aACF6768e06aEC4F34Ed400c,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x1A964fAbd79f4691C7d965c60F5f00e1fBfD9b76,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x1AaED39FFB89233D990D22C3410039E85721FbC1,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x1B081542303d27A705Fcff9512b45c58dd7dC4a9,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x1B0E74A54480e282Aa566611A3c873E16B397e3f,TBA,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11220,0x1B407Fb2341391D52d06690409ED6B3DD8e81F52,TBA,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11220,0x1B54AA3bdF20d9276f1febB2A3c4543841990E86,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x1B6108C2839B8786915f482ADf4cE8FC4440A2de,TBA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x1BaA57fbe47Facaad33DFcBdA8c3e685c48Ee72e,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x1Be5BFD84B80293B304f4006e65ec711bd06DdD3,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1C028286e330a2FAcca02fB6bf91136c0aaA9D34,TBA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11220,0x1C396f3d36BC0F94fCccF5D1FEbc0fDD218aA40c,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1C40C7592018b4DbfEf117DeE85c51ef003D7F0b,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1C59A69D989d4426e37f5efC56994d56391dEE0c,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x1C647F52C6A07427b50264652C5db12EdA3Fd6CA,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1CA7378e49bb23a0FE09bA6955FD1d88B70FF373,TBA,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x1CEF01Ee8014ECFc4cF07E4764C13ea7635f1439,TBA,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11220,0x1CaCc9099256C0d054266aF00D627dFD825a7E3D,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x1D05995dF87EF51727cb84F545D87Ba031Bc868F,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11220,0x1D10CAFb0b84Ccf2E9CC95E3f871006bBf130897,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x1D19dA85322C5F14201bE546c326E0e6f521B6E6,TBA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11220,0x1D629C9c1A1551Bd0363fF0Bbe30FE3cc50a222b,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
11220,0x1D7Da9c4e7dDcE7104Cba4169AeFb3cDD02b3a12,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x1D98061D96F0CBE97632e02CA6686D71b630667E,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1DF61132e2DC3F5F364E93Ad4F65B4E8Acb37146,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11220,0x1DFaFe7bd19529E97590dC58fc43500465Ed1e24,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11220,0x1E5229ec3205b3b48254d4995f469772868F4622,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11220,0x1E810a58f6e9Fc20c4a3CF07a2577cE9D20df321,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,0x1E8a4540181361b826129129B8AD20c6F4cB722e,TBA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1F014031638375299d7E355DF62FC10A556e06eb,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11220,0x1F01A89Dd51D9dC0227c657F8F25205E4cF88F1E,TBA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
11220,0x1F17D6ca2E84f6CBd6A52e7f693E33ed6572e2Dc,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1FE7fA2B224f863834932c0751AEB5c018459192,TBA,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0x1FFdac957dAf6633C3EF2948338c8C31fD444EEC,TBA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11220,0x1Fa540e2573f9E2Cfd4dA7980cAb66e9Fe6853D7,TBA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
